Address,CountryCode,Nickname,Fingerprint,Bandwidth,Flags,Guard,Middle,Exit
140.238.217.119,CH,sunnyDelroth,75018790F33716C820745B8F7E27D08DAA3E3877,31000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
46.101.178.190,DE,AmirTaaki4President,7505737E6B273108BA0513902EC1DAAFAF88FE84,1700,Fast HSDir Running Stable V2Dir Valid,No,No,No
177.66.207.29,BR,Unnamed,75085F44EA36F94B760FB5566ACE959524A48E65,1200,Fast HSDir Running Stable V2Dir Valid,No,No,No
135.125.205.25,DE,OnlineVrijheid,750E9CDFB4066039D01CC23695AD813A13DDEB20,1900,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
178.254.45.235,DE,NetWorkXXV,752BC361622E9BC2DBF395235431A2BEFBE79135,3800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
135.148.53.61,US,adrian,7551C1446DBA7BCF8395389A125445E71952D467,76000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
82.223.9.53,ES,gbhfSp3Relay,7555DBD9732EF66F0F084C41DFDA401B6D036505,30000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.81.208.164,US,screenslaver,756576CF5DA387CDD7EABCCA3F8EAEF933CB4486,19000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.138,DE,relayon0138,7572B1A9EF8819848706C288805F5ABC8D43CF62,6500,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
213.95.149.22,DE,smurfix,7574975BA76DE0726231FC916DD70B09B3824CE5,1100,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
212.227.149.79,ES,Cebolleta,757F4A12701ACD73A5352054EA4F357CC4B44765,24000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.16.118.23,AT,galates2,759BB10724C622B1238184FE43773B6481B1AD43,3800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
193.189.100.194,SE,TORKeFFORG14,75A92E0354C0D40EDFB3C8398423159A1904D59B,34000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
46.101.183.160,DE,Tiberius,75A931404453030821C547A4FAA9094A06C48C7A,16000,Fast Running V2Dir Valid,No,No,No
45.141.215.169,PL,Quetzalcoatl,75ADD82FA44C8E7D76414148CFE5E1131CD2AD0D,4500,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
213.168.89.239,DE,nickname,75D408D2F4D4625297FED1823B44C2524216ED6B,560,Fast HSDir Running Stable V2Dir Valid,No,No,No
87.104.37.132,DK,iPunchSharks,75FE5236E67FFA4A44C1152C35EAB36360E4D7DF,37000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
212.83.43.93,DE,Ichotolot62,7600680249A22080ECC6173FBBF64D6FCF330A61,26000,Fast HSDir Running Stable V2Dir Valid,No,No,No
79.110.193.183,PL,snailnode,7601C1B18C764140236180911048463A8D3C29D5,14,Running Stable V2Dir Valid,No,No,No
188.92.78.238,RU,MoneroMoneroMonero,760E0015B0399D7132F957C5AE27B8DDB5A5FAB7,3100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
81.0.29.209,ES,apex,7620BDCB578E0A09EF6853C67B96086ED5F7F990,6,Running Stable V2Dir Valid,No,No,No
185.220.102.253,DE,Digitalcourage4ip6b,762213D327B0A76057F4B61CD587ED4238CD900E,23000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
109.70.100.4,AT,karfiol,763B7D67A6B2D19B3E9EA57D1FBDC48F3B85B559,18000,Exit Fast Running Stable Valid,No,No,Yes
107.189.31.225,LU,Quetzalcoatl,7644B57DD86305F3B8172FEF6CEE85864D088BA7,17000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
31.43.153.208,UA,Stiamot,7646300040E49740F01A6CB8694B436AF33712AA,220,Fast HSDir Running Stable V2Dir Valid,No,No,No
199.249.230.68,US,Quintex45,764BF8A03868F84C8F323C1A676AA254B80DC3BF,8700,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
94.23.29.204,FR,TORfrance,76543749510CD00CB16E1DD4940CAA8FAC727F58,17000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
95.216.35.84,FI,qtornado,767E444E1FA1DA75F3B77479DB5AE2FA3FFF75CC,27000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.11,DE,artikel10ber41,768C50E197D3CBE256B30FE949603FD23112890B,19000,Exit Fast Running Stable Valid,No,No,Yes
198.98.51.189,US,TorDotTeitelNet,76959901386E8C908F50235D9894007886B67C2E,17000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
173.232.194.18,US,bauruine,76A153C63D1CEDF45F69202E10B5B2A42D222ED1,29000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.177.229.16,DE,Doedelkiste77,76C8B133363101B3C6C09DAF0F395C53A9A0A7CF,21000,Fast HSDir Running Stable V2Dir Valid,No,No,No
185.183.157.214,DE,Quetzalcoatl,76CA419C68502FFC4D950D167E25EE0AD3A0A764,13000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
23.154.177.3,US,UnredactedManning,76CA636C1D33E3E8630B7AC22A1D07420FCE8761,7400,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
216.73.158.6,US,prsv,76CFC1A93549460D2818DC93B7BFB1A7DB769FA0,4900,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
134.130.172.229,DE,pinselohrkatze00,76D2EBA82BBCCA3DF9F254A9A8372A10A26F3D14,41000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.225.69.59,HU,MarysSister,76D3CC1A906732C8B7F90E9B5A0FF3BE4A4A52DF,6800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
178.33.36.64,FR,Merlin,76D58DE9BF46B35984FC45BB0BAE361A66968ABF,65000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.38.54.48,FR,stalkr,76F3A81A0784DCF536F6DE19F98EAEB1F89DECCF,1100,Fast Running Stable V2Dir Valid,No,No,No
192.42.116.175,,NTH23R7,76F8A367B368ACE147A81E5F976A29647F1CA6BF,29000,Exit Fast Running Stable Valid,No,No,Yes
45.138.16.44,PL,RDPdotSH,76FBEE1EB9F8151B36358C3D246075851ED7A6D2,21000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
158.174.147.175,SE,fter,76FFB75E358D50868E5D5042AF77BDC38C39C45A,24000,Fast Running Stable V2Dir Valid,No,No,No
96.40.228.90,US,idbangjoanjett,771048600AEDC61C2559A3A8A5E41BF2F576A98B,790,Fast Running Stable Valid,No,No,No
185.119.117.148,AT,T0rNode555Nose,7712A1AC21D4B96E2773F4C8F97962E304EC7628,14000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
85.204.116.234,RO,hogman6,771541F9A4C8E2FADEB6B43D5EDBC6AFD5DD9A59,30,BadExit Exit Running Stable V2Dir Valid,No,No,Yes
45.88.171.102,US,prsv,771C4F4BB7E8A732E0264E8A293D1B98096EC64B,34000,Fast Running Stable V2Dir Valid,No,No,No
216.239.90.19,CA,TorExitVIF,77299CB6688C4ACE0FEE06CDC8EC4C922978C7FF,20000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
94.16.113.135,AT,torrx,772D509772071D3082BAAF1C781C8F917013F3CB,16000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
107.189.13.184,LU,Quetzalcoatl,77313C32AA48AB658299DA039DF6C627C126F570,26000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
46.23.72.81,NL,frankovich,7737A40305131AD8B5E60CFB9126E4BBE1ED7F76,21000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
95.175.17.147,PL,suncitadel,7747135044A8DE57AE07BF32E5BCC6C42867005A,570,Fast Running Stable V2Dir Valid,No,No,No
95.217.135.55,FI,FASCIA,774A36D20AAA6E2A1265AB6E1FFC9B50C95872AB,14000,Fast Running Stable Valid,No,No,No
5.255.111.248,NL,fifabutnotcorrupt,774ECBA50CD466E3A8B891C207EC94563AA16269,2500,Fast HSDir Running Stable V2Dir Valid,No,No,No
162.247.74.217,US,CalyxInstitute09,7761DDC7EB1BE26D4155F74A15F12C32A36FE0F2,30000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.220.101.40,DE,ForPrivacyNET,776542D611661D6FE3839FE2D7AFB92A435C5D81,30000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
46.7.38.176,IE,Sadie,77748F5FDA2A5221234CB2100FF4EE9A557F412C,38,Running Stable Valid,No,No,No
193.35.18.120,NL,prsv,77833D0BB0F8CB9B81AFE45243E158203A48A719,3100,Exit Fast Running Stable V2Dir Valid,No,No,Yes
90.19.113.198,FR,cyberbunker,778A90B67EEB80A9F7BA904502A3319F388B7009,8200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
5.9.14.25,DE,TorHet,778DCB9DB6CDD5FF2F1A85571308B492D6DFF962,29000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
151.251.105.171,BG,carbonic,7794F060BA3F2F60443A6BC35261F6687B150C2C,15000,Fast HSDir Running Stable V2Dir Valid,No,No,No
46.183.222.173,LV,jrVinisious,7796300729CF35A685AED7865CA9F0C3B8A74EF4,4600,Exit Fast Running Stable V2Dir Valid,No,No,Yes
212.7.160.190,DE,imherefortheparty,779F5D2FD936F33563DDCC9B5E6208A25B9F6B05,23000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
148.251.85.195,DE,redvader,77A3ADC5D455778B53C2803761916DFB7DA0A790,48000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
23.160.192.240,US,knapkin32,77A75703E5B9AD9CFDBAA17CEFDFEA4B46A3A8E9,2300,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
188.214.104.21,RO,Unnamed,77B87D2A3A55163170733483967910862236E6D2,860,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
31.207.89.76,ES,Assange027es,77C7500CC573643E4B3E7F602D0137F8C89CE0B8,7400,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
77.68.20.217,GB,VinculumGate,77D08850C1EE8587451F838D3F49874F75B0B1AC,24000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
138.201.155.29,DE,tie2ooK5,77DD258F0D58792E0DCBDAA0BC66A1DC5F8D84AD,6300,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.195.237.116,EE,salentrakain,780004EAD7B2B96C26AB320713BAAA7BC246B862,3600,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
94.46.171.221,PT,sunandfun02,7819384A3E66F65CB4FA96FB1D56EA44274DB940,3100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
79.56.40.171,IT,ElDavo,781A93C050EC58EEA685B750907CE753278F3811,5500,Fast Running V2Dir Valid,No,No,No
172.103.154.115,CA,yuuko,7833B1446C256DF4FBDA9DE9FDB1CC18A92F567B,450,Fast Running Stable V2Dir Valid,No,No,No
89.58.5.0,DE,TorRelay2a,78425CEF7554B252668E1CFC2E80C785633B2558,26000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
46.4.233.104,DE,Mikedideditheconfig,784316FB7394FE129B9B81E011DD856DB80F3E7B,19000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
195.90.211.36,DE,Unnamed,7848C4CC9F6B272E70A970ACC6EA1D46836C6F87,4,Running Stable Valid,No,No,No
167.99.144.56,US,tn1,78502F3EF5B5927FAC6577726CBE3937815D90CA,620,Fast HSDir Running Stable V2Dir Valid,No,No,No
205.185.124.193,US,Estevez4893,7851D819D31A5118C5334758AC4D4A662A3C2CE8,960,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
129.151.167.168,ZA,KurtDarren,7855154B5C46422A34F08729CBCC1753DD27E825,560,Fast Running StaleDesc V2Dir Valid,No,No,No
95.216.24.100,FI,Pentesting15,785DBB3C711E8E7E75DC81982FB20DCB0B18F1C8,26000,Fast Running Stable Valid,No,No,No
178.175.148.218,MD,TheVision,78636E05CEF03E5D8BB097D7F4B8D6FD1150F54B,7000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
135.148.149.23,US,Lamia2,786835D15C33DCD2B7FD9E70CACBCDA3D6187300,36000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
195.177.252.5,GB,pembs3,786F980B60265FBDBDEA1B90B86930AACD42704F,18000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
84.155.32.48,DE,unRELAY,787F48EC49DF026DBABACFCCE1A39DD8C5338948,14,Running V2Dir Valid,No,No,No
138.2.47.117,JP,Mamoru,789086A65BFE5398FC1B440F6C3ECD9797AAF943,1400,Fast Running Stable Valid,No,No,No
154.26.138.83,SG,Quido,789128DF6C92CA8CF2DD3BA573DEFD589201C8AD,2600,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
217.112.131.24,HU,licinius,7896A8075D51F60B950D8E63AAC2899731060843,4400,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
92.222.79.186,FR,CebolaServer,78AA54A1B4169242310499DD81C72EF519B070F3,9700,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
204.194.29.4,US,cmutornode,78C7C299DB4C4BD119A22B87B57D5AF5F3741A79,3100,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.124.240.109,US,MuteCrown,78CCB6F1327C46D6C0266471D7CE42CA8541A13D,15000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
46.41.137.28,PL,PolishHuntingDog,78E42C5EA3FC4C5606B3ACF5623DE25FE6B5F167,11000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
75.11.56.231,US,RWx2,78E437D2CDC3E771B752EF07C5160048834F4487,5900,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
135.148.53.55,US,amaze,78F6CC48735658F9F7C2A9FD587BB726EFCD08B1,93000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
78.94.213.43,DE,torac,790492846B9F9371E3BCB56DB5227F4E22373363,6800,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.188,,NTH36R3,790DC421467BC8F48C9B7E97D693DCB34FABEF2F,15000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
209.58.180.90,SG,dockstader,790EB3E544E70809FA760DC793469FC5ABAF1E28,2100,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.189.183.143,NL,4istheloneliestnum,790FABD5184E98F89908404233364C940A4881EC,20,Running Stable V2Dir Valid,No,No,No
185.220.101.70,DE,CCCStuttgartBer,7916A965E564B3C7EDFAEABC880B7ED4A3225CF9,24000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
95.214.53.210,PL,bauruine,791B7C05E2C6D4D9AF61100562595568F5B69A7A,35000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.241.208.202,PL,Aramis,791DEA860D359D3A3D2F6F13B9856EB0507ED835,11000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.223.53.3,PL,QuasiBakedCup,7930C26DE8288E9A0E03AE497D4AAFBB727E632D,22000,Fast Running V2Dir Valid,No,No,No
45.128.232.169,NL,prsv,7936501050A860DE11F608CD6CE0FB86F53A1EA9,4100,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
65.109.26.89,FI,Orez4,7941831642F4FECEDFCB8C6106A1EEF53274C01A,44000,Fast Running V2Dir Valid,No,No,No
198.199.92.217,US,gopherf20,79662BDFC6B8886690415335A9551F643CC043ED,1800,Fast Running Valid,No,No,No
20.110.177.43,US,endpostrump,7978F296322EEF98E2BD1250F0629F474AE2AE82,6,Running Stable Valid,No,No,No
141.98.136.79,DE,Poseidon,7997C3FC88B02A2C6FEF96C5F5B5C50DD7DA2E2C,29000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
104.244.72.20,LU,Hermes,799E0B28F45548F545668A78DF04CD23490EC585,19000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
94.23.172.32,FR,Waeswynn,799ECF332DECA02C49DE21FF022F7E2DBECDA771,61000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
45.138.16.222,PL,Quetzalcoatl,799F36F3EAD423C23E76351154E0BC98E8B498FE,9100,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
109.70.100.69,AT,kaenguru,79ACC2417F4301FC02F04165F31E20B851CC7AF5,21000,Exit Fast Running Stable Valid,No,No,Yes
178.32.220.61,FR,grocock,79B39F8D53DACC9A63975FBC346301D8D0D36034,4700,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
178.5.161.52,DE,IDidEditTehKonfig,79B782C1656B0C8619C68AF1BB57914820C4A537,7,Running V2Dir Valid,No,No,No
51.158.231.208,FR,tirz,79C25F212524552CEB6071909799FDD08953239D,31000,Fast Running Stable V2Dir Valid,No,No,No
81.7.16.177,DE,gorlock,79C674E6C1AC90687CCCF644D24C17AC1E535A3C,17000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
107.189.6.79,LU,NoLogsNoSubpoena,79D4860B954FBCF4B4EAE5CF147C0015EB2521BC,15000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
193.108.118.218,DE,BeastieJoy65,79D9E66BB2FDBF25E846B635D8248FE1194CFD26,31000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
106.69.208.143,AU,cube,79DCF49003B73D380E97A937AB91D772578B403B,130,Fast HSDir Running Stable V2Dir Valid,No,No,No
195.230.168.83,AT,Mundl,79DEB4E02FD08AE1AEB4D8594AAB082375E9062D,5200,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
23.137.57.100,US,sethforprivacy,79E2258804C826FE2927D0E1540DE42DBE104638,23000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.68.197.220,GB,udeserveprivacy,79E3B585803DE805CCBC00C1EF36B1E74372861D,39000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
185.154.110.17,SE,ferrarizKolash,79FBB180257048F17B547428E070FF8877059233,680,Exit Fast HSDir Running Stable V2Dir Valid,No,No,Yes
185.82.126.83,LV,LoedgreemYS,7A269EC3744695BB75E59F729922B5909BCA8C7F,11000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
217.160.57.194,DE,thardes27415,7A2A6F39F485C4FC95FB885FFF37C436FD2BB7E5,12000,Fast Running V2Dir Valid,No,No,No
195.90.201.209,DE,zensursula,7A2D44E76934D709CBF0E0AE8FEB132B61B6F35D,17000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
98.128.173.1,SE,BahnhufPowah2,7A319C431F38CB30A0BC0C49144369A611920725,45000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
77.68.95.123,GB,WemissyouLee,7A3D6ECE5C38D65F9022FDBE8F36A7C794B3661E,19000,Fast Running V2Dir Valid,No,No,No
199.249.230.88,US,Quintex39,7A3DD280EA4CD4DD16EF8C67B93D9BDE184D1A81,8500,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
86.104.194.121,RO,hogman6,7A61348B071FFDE831D9EEEB20217C18C147E7EB,42,Exit Running Stable V2Dir Valid,No,No,Yes
185.181.61.115,NO,bauruine,7A6C085A12D90C56C17A9D1A77D9D1D9B9E592D4,17000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
82.149.227.124,DE,cryzrelay03,7A6EC43FD4CD5990230FCE48EC37AFC578E36CE6,190,Fast HSDir Running Stable V2Dir Valid,No,No,No
35.134.88.78,US,digitaloasis,7A6F3710B24A331645B26F838BC76E495C32F60A,1000,Fast HSDir Running Stable V2Dir Valid,No,No,No
45.79.95.244,US,w3ctag,7A76496C257941C7D07699525D35F96D868E92F1,40,Running Stable V2Dir Valid,No,No,No
192.42.116.192,,NTH2R1,7A957E077D5A38022A2E125C9A0A6491FF77FB6D,22000,Exit Fast Running Stable Valid,No,No,Yes
193.142.147.198,DE,FatTubes,7A9B65C4B4E26E03BC2683AE08D7B63FD81FB95B,11000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
104.192.1.138,US,TulipBarooExit,7AA017BA2897EC9EBB5B5F08863254363E15AD77,19000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
109.70.100.65,AT,eichhoernchen,7AA7FC80E3E0D32E929D2CC094EACF529C95264C,20000,Exit Fast Running Stable Valid,No,No,Yes
5.34.176.183,SG,boboyouknowwho4,7AB525C2B204F60B88B4436C1431F97BA6FE09A8,570,Fast HSDir Running Stable V2Dir Valid,No,No,No
82.68.49.227,GB,CGretski,7ABA776A496C7B1D0C40F25ACA59F2EA60C3D429,43,BadExit Exit Running Stable V2Dir Valid,No,No,Yes
185.220.101.39,DE,ForPrivacyNET,7ABED1F6664D1153F1402838D3B32AF6F2CABE17,29000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
153.121.44.87,JP,Unnamed,7AC1B0BA969C1C9CECA18C3E6009378168FA1563,6,Running Stable V2Dir Valid,No,No,No
23.154.177.23,US,UnredactedBB,7AC25DC9E4606154DE38305BDC5A40BCBCB6D04A,7400,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.21.217.33,GB,LittleSister,7AD1567CEDFD7A1CD8049079A7D86EB9D293AC49,39000,Fast Running Stable Valid,No,No,No
104.192.0.18,US,torbaconexit,7AD824C29CF079C2D9B5001FB948F5A4823744DB,34000,Exit Fast Running Stable Valid,No,No,Yes
102.119.10.48,MU,silverflow,7ADCF453CB0EA45AD9FCB7DE2D2B28B07DBD835F,280,Fast Running V2Dir Valid,No,No,No
109.70.100.2,AT,vogerlsalat,7AFC157269130BCF36BCCAC0F2DAA0685E70D40D,32000,Exit Fast Running Stable Valid,No,No,Yes
62.113.211.114,DE,torly4relay,7AFE734263C947ADD88D094C6E3CB71A34062724,89,Fast Running Stable V2Dir Valid,No,No,No
199.249.230.171,US,Quintex82,7B046CEA50092F9AB2F712D84F52E8FA00D83877,14000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
185.220.101.8,DE,artikel10ber31,7B0AE27C640C15263DE3882E6B73BF7DAD2C29D3,18000,Exit Fast Running Stable Valid,No,No,Yes
180.183.231.118,TH,ichundes,7B14B4209C75C0B8C35F53FFCACAE173B7FC0B29,600,Fast HSDir Running Stable V2Dir Valid,No,No,No
192.234.196.169,CA,PSILOBYTE,7B15EF8D3C56CC90EA93D2ACE521BEF77FEF9655,5100,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
104.131.72.61,US,godtfred,7B190463E733CC292AA4010D194D1798CD8EB9A0,7300,Fast Running Valid,No,No,No
137.186.15.46,CA,HwSystems,7B1EC8B17C5E48D12C39159A595626D610F29377,66000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
139.59.54.78,IN,justoneotherelay,7B229A5679146F8026CA1A3B786796B21DECDE61,470,Fast Running V2Dir Valid,No,No,No
77.74.80.240,CH,torified,7B28971D4A29995784E3066B9D87E42E9C685F3A,11000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.243.218.89,NO,bauruine,7B3888C181BBDF6B56919DA1ED5AD1CB0B6DFD2E,18000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
65.108.10.141,FI,galtlandeu,7B46F20449D6F25150E189428B62E1E3BA5848A9,40000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
141.144.247.137,DE,SilentSnowflake7348,7B4707B91BBF72CF27BFC2318C494DC37B88F684,4000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
51.15.142.0,FR,iscariote,7B53DA28813258A20335C8E8985C05D0D089B441,19000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
138.201.55.77,DE,bauruine,7B5720666CD386AF852F6E2CC94C24F2502BAF15,33000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
192.42.116.195,,NTH5R3,7B58306EDD1B8A6D2C76B7D6AD829F43D3F0ADCD,19000,Exit Fast Running Stable Valid,No,No,Yes
46.248.187.90,PL,CoreRelay006,7B5FB010C01B43BACEE8F682C8417049B04BC819,1,Running V2Dir Valid,No,No,No
84.174.80.98,DE,allahuakbar,7B67685E64827C737750E14F2E8FD5F4442FF47A,11,Running Stable V2Dir Valid,No,No,No
205.185.124.164,US,stubbornoxen,7B67A3AD2395536FD15CB97588A0BC1A015AC267,8800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
176.58.89.182,NL,SoftKitty,7B6B2AA9E319A1883774A418E6F51E641E4B434A,7700,Exit Fast Running Valid,No,No,Yes
51.15.75.120,FR,dc6jgk11c,7B700C0C207EBD0002E00F499BE265519AC3C25A,24000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
141.79.10.16,DE,bl4ckrid3r,7B79D92EADC54360FF42857C41263E4B96B8E565,51000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
73.219.108.146,US,aisaka69,7B7B16B6E09513A460054CFD08BF0BDB99C4296E,140,Fast HSDir Running Stable V2Dir Valid,No,No,No
45.150.108.105,IL,only1,7B8C1F10C5968DA4707D16A520EFE350F25D086C,4800,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
198.98.49.203,US,Quetzalcoatl,7B9608D3B65C10061C8546839DD878ADAD91A83D,11000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
135.148.149.71,US,Tor2DotTeitelNet,7BC8F2680657BE6C51B51FF6EE113E739D85EDDE,42000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
188.68.49.235,DE,Quetzalcoatl,7BD416652010B7C42202BE40F749A417003ECD2C,19000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
193.23.244.244,DE,dannenberg,7BE683E65D48141321C5ED92F075C55364AC7123,20,Authority Fast HSDir Running Stable V2Dir Valid,No,No,No
192.42.116.187,,NTH35R7,7C06408ED933FF9691F87C7A780D4107F3D7D175,26000,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
204.85.191.8,US,ibibUNC0,7C0AA4E3B73E407E9F5FEB1912F8BE26D8AA124D,5500,Exit Fast Guard Running Stable V2Dir Valid,No,No,Yes
185.220.101.200,DE,ForPrivacyNET,7C1A1517C27A0C68329D84D94372E0ACA9390B00,24000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
185.220.101.196,DE,ForPrivacyNET,7C2FC98025D8AE6970C802FD0AAB14C400EEAA52,24000,Fast Guard Running Stable V2Dir Valid,Yes,Yes,No
77.0.145.55,DE,OptiHolo,7C373375B6939564A66710BEF4144A26E89B148F,3500,Fast Running V2Dir Valid,No,No,No
82.165.169.43,DE,SorryForUsingMac,7C3F41B01DEB2570C2DBE9998DE521963FF55C2D,9000,Fast Running Valid,No,No,No
185.220.101.15,DE,artikel10ber59,7C4B37F45CFF88B36C0A77DC3331FA58F29963DB,20000,Exit Fast Running Stable Valid,No,No,Yes
193.189.100.196,SE,TORKeFFORG3,7C56BA2175839470ACAAB72E045DD6820764B733,15000,Exit Fast Guard HSDir Running Stable V2Dir Valid,No,No,Yes
89.58.57.25,DE,noury,7C650612FD2A2423141F276351D0EF302030AB6C,26000,Fast Guard HSDir Running Stable V2Dir Valid,Yes,Yes,No
